pc_official,android_official,intermediary,named,confidence,source,reason,scope
com/corrodinggames/rts/game/units/d/a/c,com/corrodinggames/rts/game/units/d/a/h,rw/unit/building/internal/Obf_d_a_c,rustedwarfare/unit/building/internal/Obf_d_a_c,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/a/d,com/corrodinggames/rts/game/units/d/a/i,rw/unit/building/internal/Obf_d_a_d,rustedwarfare/unit/building/internal/Obf_d_a_d,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=1,common_core
com/corrodinggames/rts/game/units/d/a/e,com/corrodinggames/rts/game/units/d/a/j,rw/unit/building/internal/Obf_d_a_e,rustedwarfare/unit/building/internal/Obf_d_a_e,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=1,common_core
com/corrodinggames/rts/game/units/d/a/f,com/corrodinggames/rts/game/units/d/a/k,rw/unit/building/internal/Obf_d_a_f,rustedwarfare/unit/building/internal/Obf_d_a_f,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=1,common_core
com/corrodinggames/rts/game/units/d/a/g,com/corrodinggames/rts/game/units/d/a/l,rw/unit/building/internal/Obf_d_a_g,rustedwarfare/unit/building/internal/Obf_d_a_g,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=1,common_core
com/corrodinggames/rts/game/units/d/a/h,com/corrodinggames/rts/game/units/d/a/m,rw/unit/building/internal/Obf_d_a_h,rustedwarfare/unit/building/internal/Obf_d_a_h,medium,anchor_bounded_sequence,monotonic package sequence; bounded=false; anchors=1,common_core
com/corrodinggames/rts/game/units/d/b,com/corrodinggames/rts/game/units/d/b,rw/unit/action/internal/Obf_d_b,rustedwarfare/unit/action/internal/Obf_d_b,medium,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/c,com/corrodinggames/rts/game/units/d/c,rw/unit/building/AntiNukeLauncherUnit,rustedwarfare/unit/building/AntiNukeLauncherUnit,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/c$1,com/corrodinggames/rts/game/units/d/d,rw/unit/action/internal/Obf_d_c_1,rustedwarfare/unit/action/internal/Obf_d_c_1,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/c$2,com/corrodinggames/rts/game/units/d/e,rw/unit/action/internal/Obf_d_c_2,rustedwarfare/unit/action/internal/Obf_d_c_2,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/d,com/corrodinggames/rts/game/units/d/f,rw/unit/building/BuildingUnitBase,rustedwarfare/unit/building/BuildingUnitBase,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/e,com/corrodinggames/rts/game/units/d/g,rw/unit/building/CommandCenterUnit,rustedwarfare/unit/building/CommandCenterUnit,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/f,com/corrodinggames/rts/game/units/d/h,rw/unit/building/ExperimentalLandFactoryUnit,rustedwarfare/unit/building/ExperimentalLandFactoryUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/f$1,com/corrodinggames/rts/game/units/d/i,rw/unit/action/internal/Obf_d_f_1,rustedwarfare/unit/action/internal/Obf_d_f_1,medium,structural_match,iterative_hungarian: iteration 4; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/g,com/corrodinggames/rts/game/units/d/j,rw/unit/building/ExtractorUnit,rustedwarfare/unit/building/ExtractorUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/g$1,com/corrodinggames/rts/game/units/d/k,rw/unit/action/internal/Obf_d_g_1,rustedwarfare/unit/action/internal/Obf_d_g_1,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/g$2,com/corrodinggames/rts/game/units/d/l,rw/unit/action/internal/Obf_d_g_2,rustedwarfare/unit/action/internal/Obf_d_g_2,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/h,com/corrodinggames/rts/game/units/d/m,rw/unit/building/FabricatorUnit,rustedwarfare/unit/building/FabricatorUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/h$1,com/corrodinggames/rts/game/units/d/n,rw/unit/action/internal/Obf_d_h_1,rustedwarfare/unit/action/internal/Obf_d_h_1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/h$2,com/corrodinggames/rts/game/units/d/o,rw/unit/action/internal/Obf_d_h_2,rustedwarfare/unit/action/internal/Obf_d_h_2,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/i,com/corrodinggames/rts/game/units/d/p,rw/unit/building/ProductionBuildingUnitBase,rustedwarfare/unit/building/ProductionBuildingUnitBase,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/j,com/corrodinggames/rts/game/units/d/q,rustedwarfare/unit/build/BuildQueueItem,rustedwarfare/unit/build/BuildQueueItem,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/k,com/corrodinggames/rts/game/units/d/r,rw/v100/unit/build/FactoryQueueManager,rustedwarfare/unit/build/FactoryQueueManager,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/l,com/corrodinggames/rts/game/units/d/s,rw/unit/build/BuildQueueHost,rustedwarfare/unit/build/BuildQueueHost,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/m,com/corrodinggames/rts/game/units/d/t,rw/unit/building/LandFactoryUnit,rustedwarfare/unit/building/LandFactoryUnit,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/n,com/corrodinggames/rts/game/units/d/u,rw/unit/action/internal/Obf_d_n,rustedwarfare/unit/action/internal/Obf_d_n,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/o,com/corrodinggames/rts/game/units/d/v,rw/v100/unit/build/LandFactoryQueueManager,rustedwarfare/unit/build/LandFactoryQueueManager,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/p,com/corrodinggames/rts/game/units/d/w,rw/unit/building/LaserDefenceUnit,rustedwarfare/unit/building/LaserDefenceUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/p$1,com/corrodinggames/rts/game/units/d/x,rw/unit/action/internal/Obf_d_p_1,rustedwarfare/unit/action/internal/Obf_d_p_1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/q,com/corrodinggames/rts/game/units/d/y,rw/unit/building/NukeLauncherUnit,rustedwarfare/unit/building/NukeLauncherUnit,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/q$1,com/corrodinggames/rts/game/units/d/z,rw/unit/action/internal/Obf_d_q_1,rustedwarfare/unit/action/internal/Obf_d_q_1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/q$2,com/corrodinggames/rts/game/units/d/aa,rw/unit/action/internal/Obf_d_q_2,rustedwarfare/unit/action/internal/Obf_d_q_2,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/r,com/corrodinggames/rts/game/units/d/ab,rw/unit/building/RepairBayUnit,rustedwarfare/unit/building/RepairBayUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/s,com/corrodinggames/rts/game/units/d/ac,rw/v090/unit/spatial/AutoRepairTargetSearchCallback,rustedwarfare/unit/spatial/AutoRepairTargetSearchCallback,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/t,com/corrodinggames/rts/game/units/d/ad,rw/unit/building/SeaFactoryUnit,rustedwarfare/unit/building/SeaFactoryUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/u,com/corrodinggames/rts/game/units/d/ae,rw/unit/action/internal/Obf_d_u,rustedwarfare/unit/action/internal/Obf_d_u,high,structural_match,iterative_hungarian: iteration 3; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/v,com/corrodinggames/rts/game/units/d/af,rw/unit/building/SupplyDepotUnit,rustedwarfare/unit/building/SupplyDepotUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/d/v$1,com/corrodinggames/rts/game/units/d/ag,rw/unit/action/internal/Obf_d_v_1,rustedwarfare/unit/action/internal/Obf_d_v_1,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/d/w,com/corrodinggames/rts/game/units/d/ah,rw/unit/building/WallVerticalUnit,rustedwarfare/unit/building/WallVerticalUnit,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/e,com/corrodinggames/rts/game/units/e,rw/unit/resource/CrystalResourceUnit,rustedwarfare/unit/resource/CrystalResourceUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/e/a,com/corrodinggames/rts/game/units/e/a,rw/unit/land/ArtilleryUnit,rustedwarfare/unit/land/ArtilleryUnit,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/e/b,com/corrodinggames/rts/game/units/e/b,rw/unit/land/BuilderUnit,rustedwarfare/unit/land/BuilderUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/e/c,com/corrodinggames/rts/game/units/e/c,rw/unit/land/ExperimentalHoverTankUnit,rustedwarfare/unit/land/ExperimentalHoverTankUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/e/d,com/corrodinggames/rts/game/units/e/d,rw/unit/land/ExperimentalTankUnit,rustedwarfare/unit/land/ExperimentalTankUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/e/e,com/corrodinggames/rts/game/units/e/e,rw/unit/land/HeavyHoverTankUnit,rustedwarfare/unit/land/HeavyHoverTankUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/e/f,com/corrodinggames/rts/game/units/e/f,rw/unit/land/HeavyTankUnit,rustedwarfare/unit/land/HeavyTankUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/e/g,com/corrodinggames/rts/game/units/e/g,rw/unit/land/HoverTankUnit,rustedwarfare/unit/land/HoverTankUnit,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/e/h,com/corrodinggames/rts/game/units/e/h,rw/unit/land/HoverUnitBase,rustedwarfare/unit/land/HoverUnitBase,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/e/i,com/corrodinggames/rts/game/units/e/i,rw/unit/land/HovercraftUnit,rustedwarfare/unit/land/HovercraftUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/e/i$1,com/corrodinggames/rts/game/units/e/j,rw/unit/action/internal/Obf_e_i_1,rustedwarfare/unit/action/internal/Obf_e_i_1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/e/i$2,com/corrodinggames/rts/game/units/e/k,rw/unit/action/internal/Obf_e_i_2,rustedwarfare/unit/action/internal/Obf_e_i_2,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/e/j,com/corrodinggames/rts/game/units/e/l,rw/unit/land/LandUnitBase,rustedwarfare/unit/land/LandUnitBase,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/e/k,com/corrodinggames/rts/game/units/e/m,rw/unit/land/LaserTankUnit,rustedwarfare/unit/land/LaserTankUnit,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=7,common_core
com/corrodinggames/rts/game/units/e/l,com/corrodinggames/rts/game/units/e/n,rw/unit/land/MammothTankUnit,rustedwarfare/unit/land/MammothTankUnit,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=7,common_core
com/corrodinggames/rts/game/units/e/m,com/corrodinggames/rts/game/units/e/o,rw/unit/land/MegaTankUnit,rustedwarfare/unit/land/MegaTankUnit,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=7,common_core
com/corrodinggames/rts/game/units/e/n,com/corrodinggames/rts/game/units/e/p,rw/unit/land/TankUnit,rustedwarfare/unit/land/TankUnit,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=7,common_core
com/corrodinggames/rts/game/units/e/o,com/corrodinggames/rts/game/units/e/q,rw/unit/land/TankDestroyerUnit,rustedwarfare/unit/land/TankDestroyerUnit,high,anchor_bounded_sequence,monotonic package sequence; bounded=false; anchors=7,common_core
com/corrodinggames/rts/game/units/f,com/corrodinggames/rts/game/units/f,rw/unit/special/MapMarkerUnit,rustedwarfare/unit/special/MapMarkerUnit,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/a,com/corrodinggames/rts/game/units/f/a,rw/unit/spatial/UnitSpatialCell,rustedwarfare/unit/spatial/UnitSpatialCell,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/b,com/corrodinggames/rts/game/units/f/b,rw/unit/spatial/UnitBucket,rustedwarfare/unit/spatial/UnitBucket,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/c,com/corrodinggames/rts/game/units/f/c,rw/unit/spatial/UnitSpatialIndex,rustedwarfare/unit/spatial/UnitSpatialIndex,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/d,com/corrodinggames/rts/game/units/f/d,rw/unit/spatial/CircleUnitFilter,rustedwarfare/unit/spatial/CircleUnitFilter,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/e,com/corrodinggames/rts/game/units/f/e,rw/unit/spatial/SpatialUnitFilter,rustedwarfare/unit/spatial/SpatialUnitFilter,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/f,com/corrodinggames/rts/game/units/f/f,rw/unit/spatial/UnitSearchResultIterator,rustedwarfare/unit/spatial/UnitSearchResultIterator,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/g,com/corrodinggames/rts/game/units/f/g,rw/unit/spatial/RectUnitFilter,rustedwarfare/unit/spatial/RectUnitFilter,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/h,com/corrodinggames/rts/game/units/f/h,rw/unit/spatial/RectWithUnitRadiusFilter,rustedwarfare/unit/spatial/RectWithUnitRadiusFilter,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/i,com/corrodinggames/rts/game/units/f/i,rw/unit/spatial/TeamAwareUnitSearchCallback,rustedwarfare/unit/spatial/TeamAwareUnitSearchCallback,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/f/j,com/corrodinggames/rts/game/units/f/j,rw/unit/spatial/UnitSearchCallback,rustedwarfare/unit/spatial/UnitSearchCallback,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/g,com/corrodinggames/rts/game/units/g,rw/unit/land/internal/Obf_g,rustedwarfare/unit/land/internal/Obf_g,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/g/a,com/corrodinggames/rts/game/units/g/a,rw/unit/status/UnitStatusEffect,rustedwarfare/unit/status/UnitStatusEffect,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/g/b,com/corrodinggames/rts/game/units/g/b,rw/unit/status/UnitStatusEffectType,rustedwarfare/unit/status/UnitStatusEffectType,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/g/b$1,com/corrodinggames/rts/game/units/g/c,rw/unit/status/UnitStatusEffectType$1,rustedwarfare/unit/status/UnitStatusEffectType$1,medium,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/g/b$2,com/corrodinggames/rts/game/units/g/d,rw/unit/status/UnitStatusEffectType$2,rustedwarfare/unit/status/UnitStatusEffectType$2,medium,structural_match,iterative_hungarian: iteration 2; relation signals 2,common_core
com/corrodinggames/rts/game/units/g/c,com/corrodinggames/rts/game/units/g/e,rw/unit/status/UnitStatusEffectManager,rustedwarfare/unit/status/UnitStatusEffectManager,medium,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=2,common_core
com/corrodinggames/rts/game/units/g/d,com/corrodinggames/rts/game/units/g/f,rw/unit/status/MovementSpeedStatusEffect,rustedwarfare/unit/status/MovementSpeedStatusEffect,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/g/e,com/corrodinggames/rts/game/units/g/g,rw/unit/status/SpecialActionBlockStatusEffect,rustedwarfare/unit/status/SpecialActionBlockStatusEffect,medium,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/h,com/corrodinggames/rts/game/units/h,rw/unit/special/EditorOrBuilderUnit,rustedwarfare/unit/special/EditorOrBuilderUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$1,com/corrodinggames/rts/game/units/i,rw/unit/action/internal/Obf_h_1,rustedwarfare/unit/action/internal/Obf_h_1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$10,com/corrodinggames/rts/game/units/w,rw/unit/action/internal/Obf_h_10,rustedwarfare/unit/action/internal/Obf_h_10,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$11,com/corrodinggames/rts/game/units/x,rw/unit/action/internal/Obf_h_11,rustedwarfare/unit/action/internal/Obf_h_11,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$12,com/corrodinggames/rts/game/units/y,rw/unit/action/internal/Obf_h_12,rustedwarfare/unit/action/internal/Obf_h_12,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$13,com/corrodinggames/rts/game/units/z,rw/unit/action/internal/Obf_h_13,rustedwarfare/unit/action/internal/Obf_h_13,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$14,com/corrodinggames/rts/game/units/aa,rw/unit/action/internal/Obf_h_14,rustedwarfare/unit/action/internal/Obf_h_14,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$15,com/corrodinggames/rts/game/units/ab,rw/v090/unit/special/EditorOrBuilderUnit$15,rustedwarfare/unit/special/EditorOrBuilderUnit$15,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$16,com/corrodinggames/rts/game/units/ac,rw/unit/special/EditorActionAvailabilityFilter,rustedwarfare/unit/special/EditorActionAvailabilityFilter,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$17,com/corrodinggames/rts/game/units/ad,rw/unit/action/internal/Obf_h_17,rustedwarfare/unit/action/internal/Obf_h_17,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$18,com/corrodinggames/rts/game/units/ae,rw/unit/action/internal/Obf_h_18,rustedwarfare/unit/action/internal/Obf_h_18,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$19,com/corrodinggames/rts/game/units/af,rw/unit/action/internal/Obf_h_19,rustedwarfare/unit/action/internal/Obf_h_19,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$2,com/corrodinggames/rts/game/units/j,rw/unit/action/internal/Obf_h_2,rustedwarfare/unit/action/internal/Obf_h_2,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$2$1,com/corrodinggames/rts/game/units/k,rw/v090/unit/action/internal/Obf_h_2$1,rustedwarfare/unit/action/internal/Obf_h_2$1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$20,com/corrodinggames/rts/game/units/ag,rw/unit/action/internal/Obf_h_20,rustedwarfare/unit/action/internal/Obf_h_20,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$21,com/corrodinggames/rts/game/units/ah,rw/unit/action/internal/Obf_h_21,rustedwarfare/unit/action/internal/Obf_h_21,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$22,com/corrodinggames/rts/game/units/ai,rw/unit/action/internal/Obf_h_22,rustedwarfare/unit/action/internal/Obf_h_22,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$23,com/corrodinggames/rts/game/units/aj,rw/unit/action/internal/Obf_h_23,rustedwarfare/unit/action/internal/Obf_h_23,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$3,com/corrodinggames/rts/game/units/l,rw/unit/action/internal/Obf_h_3,rustedwarfare/unit/action/internal/Obf_h_3,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$3$1,com/corrodinggames/rts/game/units/m,rw/v090/unit/action/internal/Obf_h_3$1,rustedwarfare/unit/action/internal/Obf_h_3$1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$3$2,com/corrodinggames/rts/game/units/n,rw/v090/unit/action/internal/Obf_h_3$2,rustedwarfare/unit/action/internal/Obf_h_3$2,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$3$3,com/corrodinggames/rts/game/units/o,rw/v090/unit/action/internal/Obf_h_3$3,rustedwarfare/unit/action/internal/Obf_h_3$3,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$4,com/corrodinggames/rts/game/units/p,rw/unit/action/internal/Obf_h_4,rustedwarfare/unit/action/internal/Obf_h_4,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$5,com/corrodinggames/rts/game/units/q,rw/unit/action/internal/Obf_h_5,rustedwarfare/unit/action/internal/Obf_h_5,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$6,com/corrodinggames/rts/game/units/r,rw/unit/action/internal/Obf_h_6,rustedwarfare/unit/action/internal/Obf_h_6,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$7,com/corrodinggames/rts/game/units/s,rw/unit/action/internal/Obf_h_7,rustedwarfare/unit/action/internal/Obf_h_7,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$8,com/corrodinggames/rts/game/units/t,rw/unit/action/internal/Obf_h_8,rustedwarfare/unit/action/internal/Obf_h_8,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$9,com/corrodinggames/rts/game/units/u,rw/unit/action/internal/Obf_h_9,rustedwarfare/unit/action/internal/Obf_h_9,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h$9$1,com/corrodinggames/rts/game/units/v,rw/v090/unit/action/internal/Obf_h_9$1,rustedwarfare/unit/action/internal/Obf_h_9$1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h/a,com/corrodinggames/rts/game/units/h/a,rw/unit/water/BattleshipUnit,rustedwarfare/unit/water/BattleshipUnit,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/h/b,com/corrodinggames/rts/game/units/h/b,rw/unit/water/BuilderShipUnit,rustedwarfare/unit/water/BuilderShipUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h/c,com/corrodinggames/rts/game/units/h/c,rw/unit/water/GunBoatUnit,rustedwarfare/unit/water/GunBoatUnit,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/h/d,com/corrodinggames/rts/game/units/h/d,rw/unit/water/MissileShipUnit,rustedwarfare/unit/water/MissileShipUnit,high,structural_match,iterative_hungarian: iteration 1; relation signals 2,common_core
com/corrodinggames/rts/game/units/h/e,com/corrodinggames/rts/game/units/h/e,rw/unit/water/AttackSubmarineUnit,rustedwarfare/unit/water/AttackSubmarineUnit,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h/e$1,com/corrodinggames/rts/game/units/h/f,rw/unit/action/internal/Obf_h_e_1,rustedwarfare/unit/action/internal/Obf_h_e_1,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h/e$2,com/corrodinggames/rts/game/units/h/g,rw/unit/action/internal/Obf_h_e_2,rustedwarfare/unit/action/internal/Obf_h_e_2,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/h/f,com/corrodinggames/rts/game/units/h/h,rw/unit/water/WaterUnitBase,rustedwarfare/unit/water/WaterUnitBase,medium,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/i,com/corrodinggames/rts/game/units/ak,rw/unit/action/internal/Obf_i,rustedwarfare/unit/action/internal/Obf_i,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/j,com/corrodinggames/rts/game/units/al,rw/unit/action/internal/Obf_j,rustedwarfare/unit/action/internal/Obf_j,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/k,com/corrodinggames/rts/game/units/am,rw/unit/action/internal/Obf_k,rustedwarfare/unit/action/internal/Obf_k,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/l,com/corrodinggames/rts/game/units/an,rw/unit/action/internal/Obf_l,rustedwarfare/unit/action/internal/Obf_l,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/m,com/corrodinggames/rts/game/units/ao,rw/unit/action/internal/Obf_m,rustedwarfare/unit/action/internal/Obf_m,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/n,com/corrodinggames/rts/game/units/ap,rw/v090/unit/editor/EditorTab,rustedwarfare/unit/editor/EditorTab,high,structural_match,mutual_base: mutual-best structural fingerprint,common_core
com/corrodinggames/rts/game/units/n$1,com/corrodinggames/rts/game/units/aq,rw/v090/unit/editor/EditorTab$All,rustedwarfare/unit/editor/EditorTab$All,high,anchor_bounded_sequence,monotonic package sequence; bounded=true; anchors=76,common_core
