kind,owner_official,descriptor,official_name,intermediary_name,named_name,source,category,confidence,evidence,notes,change_type
method,com/corrodinggames/rts/game/units/e/k,(I)F,q,method_Obf_e_k_getTurretProjectileDirectDamage,getTurretProjectileDirectDamage,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns projectile direct damage for turret; vanilla implementations assign it into Projectile.directDamage.,added
method,com/corrodinggames/rts/game/units/h/a,(I)F,q,method_Obf_h_a_getTurretProjectileDirectDamage,getTurretProjectileDirectDamage,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns projectile direct damage for turret; vanilla implementations assign it into Projectile.directDamage.,added
method,com/corrodinggames/rts/game/units/h/c,(I)F,q,method_Obf_h_c_getTurretProjectileDirectDamage,getTurretProjectileDirectDamage,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns projectile direct damage for turret; vanilla implementations assign it into Projectile.directDamage.,added
method,com/corrodinggames/rts/game/units/h/d,(I)F,q,method_ScoutShipUnit_getTurretProjectileDirectDamage,getTurretProjectileDirectDamage,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns projectile direct damage for turret; vanilla implementations assign it into Projectile.directDamage.,added
method,com/corrodinggames/rts/game/units/h/e,(I)F,q,method_AttackSubmarineUnit_getTurretProjectileDirectDamage,getTurretProjectileDirectDamage,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns projectile direct damage for turret; vanilla implementations assign it into Projectile.directDamage.,added
method,com/corrodinggames/rts/game/units/y,(I)F,q,method_OrderableUnit_getTurretProjectileDirectDamage,getTurretProjectileDirectDamage,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns projectile direct damage for turret; vanilla implementations assign it into Projectile.directDamage.,added
method,com/corrodinggames/rts/game/units/b/a,(I)F,g,method_Obf_b_a_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/b/d,(I)F,g,method_Obf_b_d_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/b/e,(I)F,g,method_Obf_b_e_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/b/f,(I)F,g,method_HelicopterUnit_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/c/a,(I)F,g,method_Obf_c_a_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/custom/j,(I)F,g,method_CustomUnit_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/d/a/a,(I)F,g,method_Obf_d_a_a_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/d/a/b,(I)F,g,method_Obf_d_a_b_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/d/c,(I)F,g,method_Obf_d_c_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/d/p,(I)F,g,method_Obf_d_p_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/d/q,(I)F,g,method_Obf_d_q_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/a,(I)F,g,method_Obf_e_a_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/b,(I)F,g,method_Obf_e_b_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/c,(I)F,g,method_Obf_e_c_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/d,(I)F,g,method_Obf_e_d_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/e,(I)F,g,method_Obf_e_e_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/f,(I)F,g,method_Obf_e_f_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/g,(I)F,g,method_Obf_e_g_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/k,(I)F,g,method_Obf_e_k_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/l,(I)F,g,method_Obf_e_l_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/m,(I)F,g,method_Obf_e_m_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/n,(I)F,g,method_Obf_e_n_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/e/o,(I)F,g,method_Obf_e_o_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/g,(I)F,g,method_Obf_g_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/h,(I)F,g,method_Obf_h_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/h/a,(I)F,g,method_Obf_h_a_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/h/b,(I)F,g,method_Obf_h_b_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/x,(I)F,g,method_SpecialAirUnitBase_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/y,(I)F,g,method_OrderableUnit_getTurretBarrelForwardOffset,getTurretBarrelForwardOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns forward barrel/muzzle offset; CustomUnit returns TurretTemplate.barrelY.,added
method,com/corrodinggames/rts/game/units/custom/j,(I)Lcom/corrodinggames/rts/gameFramework/utility/ai;,D,method_CustomUnit_getTurretMuzzlePoint3D,getTurretMuzzlePoint3D,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns muzzle world point with height; CustomUnit applies barrel offsets and barrelHeight.,added
method,com/corrodinggames/rts/game/units/y,(I)Lcom/corrodinggames/rts/gameFramework/utility/ai;,D,method_OrderableUnit_getTurretMuzzlePoint3D,getTurretMuzzlePoint3D,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns muzzle world point with height; CustomUnit applies barrel offsets and barrelHeight.,added
method,com/corrodinggames/rts/game/units/b/d,(I)Landroid/graphics/PointF;,E,method_Obf_b_d_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/b/e,(I)Landroid/graphics/PointF;,E,method_Obf_b_e_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/custom/j,(I)Landroid/graphics/PointF;,E,method_CustomUnit_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/d/a/a,(I)Landroid/graphics/PointF;,E,method_Obf_d_a_a_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/d/a/b,(I)Landroid/graphics/PointF;,E,method_Obf_d_a_b_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/d/c,(I)Landroid/graphics/PointF;,E,method_Obf_d_c_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/d/p,(I)Landroid/graphics/PointF;,E,method_Obf_d_p_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/d/q,(I)Landroid/graphics/PointF;,E,method_Obf_d_q_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/d/r,(I)Landroid/graphics/PointF;,E,method_Obf_d_r_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/h/d,(I)Landroid/graphics/PointF;,E,method_ScoutShipUnit_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/y,(I)Landroid/graphics/PointF;,E,method_OrderableUnit_getTurretMuzzlePoint,getTurretMuzzlePoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,2D wrapper around getTurretMuzzlePoint3D; used by projectile creation and warmup effects.,added
method,com/corrodinggames/rts/game/units/y,(I)Lcom/corrodinggames/rts/gameFramework/utility/ai;,F,method_OrderableUnit_getTurretBasePoint3D,getTurretBasePoint3D,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns turret base/world point with height before muzzle/barrel forward offset.,added
method,com/corrodinggames/rts/game/units/b/c,(I)Landroid/graphics/PointF;,G,method_AmphibiousJetUnit_getTurretWorldPoint,getTurretWorldPoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Existing CustomUnit name propagated to full override family; base turret/world point for rendering and muzzle calculations.,added
method,com/corrodinggames/rts/game/units/d/a/b,(I)Landroid/graphics/PointF;,G,method_Obf_d_a_b_getTurretWorldPoint,getTurretWorldPoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Existing CustomUnit name propagated to full override family; base turret/world point for rendering and muzzle calculations.,added
method,com/corrodinggames/rts/game/units/e/c,(I)Landroid/graphics/PointF;,G,method_Obf_e_c_getTurretWorldPoint,getTurretWorldPoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Existing CustomUnit name propagated to full override family; base turret/world point for rendering and muzzle calculations.,added
method,com/corrodinggames/rts/game/units/e/d,(I)Landroid/graphics/PointF;,G,method_Obf_e_d_getTurretWorldPoint,getTurretWorldPoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Existing CustomUnit name propagated to full override family; base turret/world point for rendering and muzzle calculations.,added
method,com/corrodinggames/rts/game/units/h/a,(I)Landroid/graphics/PointF;,G,method_Obf_h_a_getTurretWorldPoint,getTurretWorldPoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Existing CustomUnit name propagated to full override family; base turret/world point for rendering and muzzle calculations.,added
method,com/corrodinggames/rts/game/units/h/b,(I)Landroid/graphics/PointF;,G,method_Obf_h_b_getTurretWorldPoint,getTurretWorldPoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Existing CustomUnit name propagated to full override family; base turret/world point for rendering and muzzle calculations.,added
method,com/corrodinggames/rts/game/units/y,(I)Landroid/graphics/PointF;,G,method_OrderableUnit_getTurretWorldPoint,getTurretWorldPoint,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Existing CustomUnit name propagated to full override family; base turret/world point for rendering and muzzle calculations.,added
method,com/corrodinggames/rts/game/units/custom/j,(I)F,H,method_CustomUnit_getTurretRecoilOffset,getTurretRecoilOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOffset; CustomUnit reads TurretTemplate.recoilOffset.,added
method,com/corrodinggames/rts/game/units/d/a/b,(I)F,H,method_Obf_d_a_b_getTurretRecoilOffset,getTurretRecoilOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOffset; CustomUnit reads TurretTemplate.recoilOffset.,added
method,com/corrodinggames/rts/game/units/e/d,(I)F,H,method_Obf_e_d_getTurretRecoilOffset,getTurretRecoilOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOffset; CustomUnit reads TurretTemplate.recoilOffset.,added
method,com/corrodinggames/rts/game/units/e/f,(I)F,H,method_Obf_e_f_getTurretRecoilOffset,getTurretRecoilOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOffset; CustomUnit reads TurretTemplate.recoilOffset.,added
method,com/corrodinggames/rts/game/units/h/a,(I)F,H,method_Obf_h_a_getTurretRecoilOffset,getTurretRecoilOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOffset; CustomUnit reads TurretTemplate.recoilOffset.,added
method,com/corrodinggames/rts/game/units/y,(I)F,H,method_OrderableUnit_getTurretRecoilOffset,getTurretRecoilOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOffset; CustomUnit reads TurretTemplate.recoilOffset.,added
method,com/corrodinggames/rts/game/units/custom/j,(I)F,I,method_CustomUnit_getTurretRecoilOutTime,getTurretRecoilOutTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOutTime; CustomUnit reads TurretTemplate.recoilOutTime.,added
method,com/corrodinggames/rts/game/units/e/d,(I)F,I,method_Obf_e_d_getTurretRecoilOutTime,getTurretRecoilOutTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOutTime; CustomUnit reads TurretTemplate.recoilOutTime.,added
method,com/corrodinggames/rts/game/units/e/f,(I)F,I,method_Obf_e_f_getTurretRecoilOutTime,getTurretRecoilOutTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOutTime; CustomUnit reads TurretTemplate.recoilOutTime.,added
method,com/corrodinggames/rts/game/units/h/a,(I)F,I,method_Obf_h_a_getTurretRecoilOutTime,getTurretRecoilOutTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOutTime; CustomUnit reads TurretTemplate.recoilOutTime.,added
method,com/corrodinggames/rts/game/units/y,(I)F,I,method_OrderableUnit_getTurretRecoilOutTime,getTurretRecoilOutTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilOutTime; CustomUnit reads TurretTemplate.recoilOutTime.,added
method,com/corrodinggames/rts/game/units/custom/j,(I)F,J,method_CustomUnit_getTurretRecoilReturnTime,getTurretRecoilReturnTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilReturnTime; CustomUnit reads TurretTemplate.recoilReturnTime.,added
method,com/corrodinggames/rts/game/units/e/d,(I)F,J,method_Obf_e_d_getTurretRecoilReturnTime,getTurretRecoilReturnTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilReturnTime; CustomUnit reads TurretTemplate.recoilReturnTime.,added
method,com/corrodinggames/rts/game/units/e/f,(I)F,J,method_Obf_e_f_getTurretRecoilReturnTime,getTurretRecoilReturnTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilReturnTime; CustomUnit reads TurretTemplate.recoilReturnTime.,added
method,com/corrodinggames/rts/game/units/h/a,(I)F,J,method_Obf_h_a_getTurretRecoilReturnTime,getTurretRecoilReturnTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilReturnTime; CustomUnit reads TurretTemplate.recoilReturnTime.,added
method,com/corrodinggames/rts/game/units/y,(I)F,J,method_OrderableUnit_getTurretRecoilReturnTime,getTurretRecoilReturnTime,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns recoilReturnTime; CustomUnit reads TurretTemplate.recoilReturnTime.,added
method,com/corrodinggames/rts/game/units/custom/j,(I)F,L,method_CustomUnit_getTurretAimOffsetSpread,getTurretAimOffsetSpread,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns aimOffsetSpread; used by randomizeTurretShotSpreadOffset after firing.,added
method,com/corrodinggames/rts/game/units/e/c,(I)F,L,method_Obf_e_c_getTurretAimOffsetSpread,getTurretAimOffsetSpread,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns aimOffsetSpread; used by randomizeTurretShotSpreadOffset after firing.,added
method,com/corrodinggames/rts/game/units/y,(I)F,L,method_OrderableUnit_getTurretAimOffsetSpread,getTurretAimOffsetSpread,v0.35-runtime-fire-family,runtime-combat-fire-family,high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns aimOffsetSpread; used by randomizeTurretShotSpreadOffset after firing.,added
method,com/corrodinggames/rts/game/units/custom/j,(I)Landroid/graphics/PointF;,K,method_CustomUnit_getTurretShotSpreadOffset,getTurretShotSpreadOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,medium-high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns per-turret shot/beam offset derived from TurretRuntimeState spread offsets; CustomUnit can add beam/laser locked projectile offset.,added
method,com/corrodinggames/rts/game/units/e/c,(I)Landroid/graphics/PointF;,K,method_Obf_e_c_getTurretShotSpreadOffset,getTurretShotSpreadOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,medium-high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns per-turret shot/beam offset derived from TurretRuntimeState spread offsets; CustomUnit can add beam/laser locked projectile offset.,added
method,com/corrodinggames/rts/game/units/y,(I)Landroid/graphics/PointF;,K,method_OrderableUnit_getTurretShotSpreadOffset,getTurretShotSpreadOffset,v0.35-runtime-fire-family,runtime-combat-fire-family,medium-high,javap class hierarchy + descriptor inventory; propagated across OrderableUnit descendants to preserve named override family.,Returns per-turret shot/beam offset derived from TurretRuntimeState spread offsets; CustomUnit can add beam/laser locked projectile offset.,added
