official_row,official_sheet,section_context,context_type,category,version_added,key_raw,key_normalized,key_candidate,value_type,description,example,evidence_status,best_parser_owner_official,best_parser_owner_named,best_parser_domain,best_match,other_hit_count,semantic_confidence,implementation_note,best_method_official,best_method_descriptor,best_method_named
54,1.16,[core],ini_section,Necessary Code: will cause error if these are not included,,name:,name,name,string,"Defines the unit raw name, game uses it to identify as a unique name. (This is not displayed in-game)",name: customTank1,matched,com/corrodinggames/rts/game/units/custom/l,rustedwarfare/custom/CustomUnitMetadata,custom-unit-metadata,name,19,medium,,,,
514,1.16,[projectile_NAME],ini_section,Movement,1.14,interceptProjectile_removeTargetLifeOnly,interceptProjectile_removeTargetLifeOnly,interceptProjectile_removeTargetLifeOnly,bool,Defaults to false. When false projectiles are just removed. Could be true to make hit projectiles explode or split when hit,interceptProjectile_removeTargetLifeOnly: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,interceptProjectile_removeTargetLifeOnly,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
515,1.16,[projectile_NAME],ini_section,Movement,1.13,disableLeadTargeting,disableLeadTargeting,disableLeadTargeting,bool,Disable the lead targeting calculations when aiming at a moving target. Defaults false.,disableLeadTargeting: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,disableLeadTargeting,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
516,1.16,[projectile_NAME],ini_section,Movement,1.13,leadTargetingSpeedCalculation,leadTargetingSpeedCalculation,leadTargetingSpeedCalculation,float,The expected speed of this projectile for targetGround lead target calculation. Defaults to 'targetSpeed' if set otherwise 'speed'.,leadTargetingSpeedCalculation: 2,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,leadTargetingSpeedCalculation,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
517,1.16,[projectile_NAME],ini_section,Movement,1.13.3,initialUnguidedSpeedHeight,initialUnguidedSpeedHeight,initialUnguidedSpeedHeight,,Sets vertical speed for projectiles with targetGround. Use gravity to make smooth arching projectiles. Better have gravity value slightly slower than this key to produce the arches.,initialUnguidedSpeedHeight: 30,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,initialUnguidedSpeedHeight,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
518,1.16,[projectile_NAME],ini_section,Movement,1.13.3,gravity:,gravity,gravity,,Controls the pull for projectiles that target ground. Use together with initialUnguidedSpeedHeight,gravity: 29,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,gravity,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
519,1.16,[projectile_NAME],ini_section,Movement,1.14,turnSpeed,turnSpeed,turnSpeed,float,"Limits the turn speed of a projectile, making them inaccurate even with directDamage. Zero value will make it act like if targetGround is set true, but air target friendly option.",turnSpeed: 0,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,turnSpeed,1,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
520,1.16,[projectile_NAME],ini_section,Movement,1.14,wobbleAmplitude,wobbleAmplitude,wobbleAmplitude,float,How wide the projectile will wobble,wobbleAmplitude: 10,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,wobbleAmplitude,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
521,1.16,[projectile_NAME],ini_section,Movement,1.14,wobbleFrequency,wobbleFrequency,wobbleFrequency,float,How often the projectile will wobble,wobbleFrequency: 4,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,wobbleFrequency,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
522,1.16,[projectile_NAME],ini_section,Movement,1.14,pushForce,pushForce,pushForce,float,Push (or pull with a negative value) the units that get hit. Divided by target mass,pushForce: 2,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,pushForce,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
523,1.16,[projectile_NAME],ini_section,Movement,1.14,pushVelocity,pushVelocity,pushVelocity,float,Push (or pull with a negative value) the units that get hit. Ignores target mass,pushVelocity: 5,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,pushVelocity,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
524,1.16,[projectile_NAME],ini_section,Movement,1.14,moveWithParent,moveWithParent,moveWithParent,bool,Move projectile as parent moves. Useful for beam effects that need to stick to source turret.,moveWithParent: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,moveWithParent,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
525,1.16,[projectile_NAME],ini_section,Movement,1.14,sweepOffset,sweepOffset,sweepOffset,float,Useful for beam effects.,sweepOffset: 0.5,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,sweepOffset,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
526,1.16,[projectile_NAME],ini_section,Movement,1.14,sweepOffsetFromTargetRadius,sweepOffsetFromTargetRadius,sweepOffsetFromTargetRadius,float,Add to sweep offset by factor of target's radius. 0.4 would be 40%,sweepOffsetFromTargetRadius: 0.4,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,sweepOffsetFromTargetRadius,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
527,1.16,[projectile_NAME],ini_section,Movement,1.14,sweepSpeed,sweepSpeed,sweepSpeed,float,Useful for beam effects.,sweepSpeed: 1.5,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,sweepSpeed,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
528,1.16,[projectile_NAME],ini_section,Movement,1.14,retargetingInFlight,retargetingInFlight,retargetingInFlight,bool,"Can retarget a new target mid-flight, perfect for flak-style weapons and projectiles that collide",retargetingInFlight: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,retargetingInFlight,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
529,1.16,[projectile_NAME],ini_section,Movement,1.14,retargetingInFlightSearchDelay,retargetingInFlightSearchDelay,retargetingInFlightSearchDelay,float/time,How long between searching for new targets. Default 5,retargetingInFlightSearchDelay: 1s,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,retargetingInFlightSearchDelay,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
530,1.16,[projectile_NAME],ini_section,Movement,1.14,retargetingInFlightSearchRange,retargetingInFlightSearchRange,retargetingInFlightSearchRange,int,Range which targets are reselected. Default 120,retargetingInFlightSearchRange: 300,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,retargetingInFlightSearchRange,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
531,1.16,[projectile_NAME],ini_section,Movement,1.14,retargetingInFlightSearchLead,retargetingInFlightSearchLead,retargetingInFlightSearchLead,float,The lead of the projectile to try to hit the target. Default 15,retargetingInFlightSearchLead: 30,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,retargetingInFlightSearchLead,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
532,1.16,[projectile_NAME],ini_section,Movement,1.14,retargetingInFlightSearchOnlyTags,retargetingInFlightSearchOnlyTags,retargetingInFlightSearchOnlyTags,tag ref,Only retarget units with these tags,retargetingInFlightSearchOnlyTags: lightArmor,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,retargetingInFlightSearchOnlyTags,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
534,1.16,[projectile_NAME],ini_section,Graphics and effects,,color,color,color,color,Recolors this projectile using a hex value.,color: #bebe50,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,color,2,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
535,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13.3,invisible,invisible,invisible,bool,"When true, the projectile is not rendered but still functional.",invisible: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,invisible,1,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
536,1.16,[projectile_NAME],ini_section,Graphics and effects,,image:,image,image,file (image),Use custom image. Overrides drawType and frame,image: bullet,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,image,4,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
537,1.16,[projectile_NAME],ini_section,Graphics and effects,,drawType,drawType,drawType,int,Built-in image to use. 0:projectiles.png 1:projectiles_large.png 2:projectiles2.png. Refer to end of sheet for the projectile images.,drawType:1,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,drawType,1,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
538,1.16,[projectile_NAME],ini_section,Graphics and effects,,drawSize:,drawSize,drawSize,float,Scale image. Defaults to 1,drawSize: 1.5,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,drawSize,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
539,1.16,[projectile_NAME],ini_section,Graphics and effects,,frame,frame,frame,int,"Built-in image frame to use, starts at zero.",frame: 0,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,frame,3,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
540,1.16,[projectile_NAME],ini_section,Graphics and effects,,hitSound:,hitSound,hitSound,bool,Default true,hitSound: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,hitSound,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
541,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13,explodeEffect,explodeEffect,explodeEffect,effect ref list,Produces the specified effects upon explosion.,"explodeEffect: smallExplosion, CUSTOM:myExplodeEffect",matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,explodeEffect,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
542,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13,explodeEffectOnShield,explodeEffectOnShield,explodeEffectOnShield,effect ref list,Use this effect if shield is active on target,explodeEffectOnShield: CUSTOM:EMPwave,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,explodeEffectOnShield,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
543,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13,teamColorRatio,teamColorRatio,teamColorRatio,float,Mix 0-1 of team colour into color field,teamColorRatio: 1,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,teamColorRatio,1,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
544,1.16,[projectile_NAME],ini_section,Graphics and effects,1.14,teamColorRatio_sourceRatio,teamColorRatio_sourceRatio,teamColorRatio_sourceRatio,float,default is (1-teamColorRatio). Keep more of color when mixing. Note this might saturate colors.,teamColorRatio_sourceRatio: 1,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,teamColorRatio_sourceRatio,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
545,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13,drawUnderUnits,drawUnderUnits,drawUnderUnits,bool,"If true, renders the projectile under units. Great for torpedos.",drawUnderUnits: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,drawUnderUnits,1,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
546,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13,effectOnCreate,effectOnCreate,effectOnCreate,effect ref list,Produces specified effects upon creation of the projectile.,effectOnCreate: CUSTOM:puff,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,effectOnCreate,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
547,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13,shouldRevealFog,shouldRevealFog,shouldRevealFog,bool,Reveal fog to player on explode,shouldRevealFog: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,shouldRevealFog,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
548,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13,alwaysVisibleInFog,alwaysVisibleInFog,alwaysVisibleInFog,bool,Renders the projectile even when fog is present,alwaysVisibleInFog: false,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,alwaysVisibleInFog,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
549,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13,nukeWeapon,nukeWeapon,nukeWeapon,bool,"Shows on mini-map when fired. Some other side effects as well, like nuke explosion effect",nukeWeapon: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,nukeWeapon,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
550,1.16,[projectile_NAME],ini_section,Graphics and effects,,trailEffect,trailEffect,trailEffect,bool/effect,"true for built-in defaults, but can also point to any custom effects","trailEffect: true, trailEffect: CUSTOM:rocketThrust",matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,trailEffect,2,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
551,1.16,[projectile_NAME],ini_section,Graphics and effects,1.13,trailEffectRate,trailEffectRate,trailEffectRate,float,Defaults to 3,trailEffectRate: 4,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,trailEffectRate,1,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
552,1.16,[projectile_NAME],ini_section,Graphics and effects,,lightCastOnGround,lightCastOnGround,lightCastOnGround,bool,Renders light under the projectile,lightCastOnGround: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,lightCastOnGround,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
553,1.16,[projectile_NAME],ini_section,Graphics and effects,,lightSize:,lightSize,lightSize,float,Sets the size of the light emitted by the projectile. 1 value = 1 tile,lightSize: 1.5,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,lightSize,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
554,1.16,[projectile_NAME],ini_section,Graphics and effects,,lightColor,lightColor,lightColor,color,Sets the color of the light emitted by the projectile.,lightColor: #ffe92b,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,lightColor,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
555,1.16,[projectile_NAME],ini_section,Graphics and effects,,largeHitEffect:,largeHitEffect,largeHitEffect,bool,Creates a large explosion and accompanying sound on hit (only cosmetic),largeHitEffect: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,largeHitEffect,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
556,1.16,[projectile_NAME],ini_section,Graphics and effects,,lightingEffect:,lightingEffect,lightingEffect,bool,Draw as lighting works best with instant:true,lightingEffect: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,lightingEffect,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
557,1.16,[projectile_NAME],ini_section,Graphics and effects,,laserEffect:,laserEffect,laserEffect,bool,Draw as laser works best with instant:true,laserEffect: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,laserEffect,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
558,1.16,[projectile_NAME],ini_section,Graphics and effects,1.14,beamImage,beamImage,beamImage,file (image),"Image to use for beam and laser effect type projectiles. Image is repeated vertically depending on the distance to target. Beam image should be 20 pixels or longer. Width does not matter, only the height.",beamImage: beam.png,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,beamImage,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
559,1.16,[projectile_NAME],ini_section,Graphics and effects,1.14,beamImageOffsetRate,beamImageOffsetRate,beamImageOffsetRate,float,Sets how fast the beam image moves towards or away from the target,beamImageOffsetRate: 1,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,beamImageOffsetRate,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
560,1.16,[projectile_NAME],ini_section,Graphics and effects,1.14,beamImageStart,beamImageStart,beamImageStart,file (image),Sprite for the origin point of the custom beam,beamImageStart: beamStart.png,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,beamImageStart,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
561,1.16,[projectile_NAME],ini_section,Graphics and effects,1.14,beamImageStartRotated,beamImageStartRotated,beamImageStartRotated,bool,Defaults false. True to rotate with turret angle,beamImageStartRotated: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,beamImageStartRotated,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
562,1.16,[projectile_NAME],ini_section,Graphics and effects,1.14,beamImageEnd,beamImageEnd,beamImageEnd,file (image),Sprite for the end point of the custom beam,beamImageEnd: beamEnd.png,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,beamImageEnd,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
563,1.16,[projectile_NAME],ini_section,Graphics and effects,1.14,beamImageEndRotated,beamImageEndRotated,beamImageEndRotated,bool,Defaults false,beamImageEndRotated: true,matched,com/corrodinggames/rts/game/units/custom/bh,rustedwarfare/custom/CustomProjectileTemplate,projectile-or-decal-parser,beamImageEndRotated,0,high,,a,(Lcom/corrodinggames/rts/game/units/custom/bh;Lcom/corrodinggames/rts/game/units/custom/l;Lcom/corrodinggames/rts/gameFramework/utility/ab;Ljava/lang/String;)V,parseFromConfig
566,1.16,[movement],ini_section,,,movementType:,movementType,movementType,string,"Defines what kind of terrain the unit will be able to move, along with other properties. Can use only one: NONE, LAND, AIR, WATER, HOVER, BUILDING, OVER_CLIFF, OVER_CLIFF_WATER",movementType: LAND,matched,com/corrodinggames/rts/game/units/custom/ag,rustedwarfare/custom/CustomUnitLoader,custom-unit-loader,movementType,1,high,,a,(Ljava/lang/String;Ljava/io/InputStream;JLcom/corrodinggames/rts/gameFramework/i/b;Lcom/corrodinggames/rts/gameFramework/utility/j;Ljava/lang/String;Ljava/lang/String;)Lcom/corrodinggames/rts/game/units/custom/l;,parseCustomUnitMetadata
